Institute Code,College Name,Region,Region Type,College Address,Email Address,Website,Registrar Name,Principal Name,Office Phone,Fax No,Status,Autonomy Status,Minority status
4605,"Vidyasagar Education Society, Gurukul Polytechnic, Nagra, Gondia",Nagpur,Rural,"Gurukul Polytechnic, Gut No. 78, 80, 81, Balaghat Highwary Road, Nagra, Dist-Gondia  441614",gurukulpoly@gmail.com,www.gurukulpolynagra.com,VIKRAM BAIS,MR NUTAN KHANDELWAL,202083,,Un-Aided,Non-Autonomous,Non-Minority
4608,"Shri Lalbahaddur Shastri Shikshan Prasarak Mandal, VJ Polytechnic, Mouza  Khamona, Tah- Rajura, Chandrapur ",Nagpur,Urban,"Survey No.71 & 193, Mouza  Khamona, Tah- Rajura, Dist- Chandrapur  442401",vjpoly@gmail.com,www.vjpoly.com,Drapan Rathod,Mr.SURESH SHANKAR BADAVATH,239111,239133,Un-Aided,Non-Autonomous,Non-Minority
4610,"Ballarpur Seva Samiti, Jainuddin Zaweri Polytechnic, Dewai Govindpur, Tukum, Chandrapur ",Nagpur,Urban,"Survey No.62, Rampur Tukum, Mul Dist. Chandrapur",admin@zaweripoly.com,www.zaweripoly.com,Nishikant Gargelwar,Abhijit R. Roy,276177,,Un-Aided,Non-Autonomous,Non-Minority
4612,"Navneet Bahuuddeshya Sanstha, Kinkar Institute Of Technology,Seloo,Dist.Wardha",Nagpur,Rural,"Rehnki Road,Seloo,Dist.Wardha ",principal.kit4612@gmail.com,www.kitseloo.org,Mr.Dipak.Dhodre,Mr. Prashant M. Rewatkar,220240,252121,Un-Aided,Non-Autonomous,Non-Minority
4613,"Suryodaya College of Engineering & Technology, Nagpur
",Nagpur,Urban,"Survey No. 117/1 & 117/3 A, Vihirgaon, Nagpur ",scetngp@gmail.com,www.scetngp.com,Mr. Manoj N. Guhe,Dr. Chandrakant S. Ragit,276282,276283,Un-Aided,Non-Autonomous,Non-Minority
4639,"Renaissance Polytechnic,Chandrapur",Nagpur,Urban,"Datala New Chandrapur,Datala",1666principal@msbte.com,www.renaissancepoly.com,Mr. Sunil Rao,JEETENDRA SHYAM SONPIPRE,230444,255109,Un-Aided,Non-Autonomous,Non-Minority
4642,"Wainganga Polytechnic, Sakoli",Nagpur,Rural,"Nagzira road, Sakoli,",waingangapoly@gmail.com,www.wpsakoli.in,Mr. S. S. Funde,Mr. Ghanshyam S. Nikhade,236020,,Un-Aided,Non-Autonomous,Non-Minority
4653,"ANJANYA POLYTECHNIC COLLEGE, Tumsar",Nagpur,Rural,AT Post khairlanji (Shora Road ) Tq Tumsar Dist Bhandara,ashish.kachare@gmail.com,www.anjaneyapoly.com,Prashant Umre,Prashant Umre,233630,233630,Un-Aided,Non-Autonomous,Non-Minority
5003,"University Institute  of Chemical Technology, North Maharashtra University, Jalgaon  ",Nashik,Urban,"P.B.No. 80, Umavinagar, Jalgaon",jbnaik@nmu.ac.in,www.nmu.ac.in,Prof. S. A. Raut,Prof. Dr. J. B. Naik,2257441,2258403,University Department,Non-Autonomous,Non-Minority
5004,"Government College of Engineering, Jalgaon",Nashik,Rural,"Opp.Govt  I.T. I. National Highway No-6, Jalgaon ",princoej@rediffmail.com,www.gcoej.ac.in,Smt. S A Patil,Dr. R.P.Borkar,2281522,2281319,Government,Autonomous,Non-Minority
5006,"Government Polytechnic, Ahmednagar",Nashik,Urban,"Post Box No. 71,Burudgaon Road,Ahmednagar  414001",gpnagar@rediffmail.com,gpnagar.ac.in,S S SUPEKAR,Shri M S Satarkar,2346192,2346192,Government,Non-Autonomous,Non-Minority
5007,"Shikshan Maharshi Dadasaheb Rawal Government Polytechnic, Dhule",Nashik,Urban,"Vidyanagri Deopur Dhule , 424005",gpdhule.dte@gmail.com,www.gpdhule.org,DEORE BHIKAN MAHADU,Dr. Raju Govindrao Wadekar,272103,272103,Government,Non-Autonomous,Non-Minority
5008,"Government Polytechnic, Jalgaon",Nashik,Urban,"Near Asian Highway No. 46 Jalgaon , 425002",office.gpjalgaon@dtemaharashtra.gov.in,www.gpjalgaon.org.in,Smt. Sharwari Rajaram Bhagwat,Dr. M. V. Ingale,2221721,2221719,Government,Non-Autonomous,Non-Minority
5009,"Government Polytechnic, Nandurbar",Nashik,Urban,"Near Dubkeswar Mahadev Mandir, Mauje Hol tarfe Haveli, Nandurbar",principal.gpnandurbar@dtemaharashtra.gov.in,www.gpnandurbar.ac.in,Vijay. N. Lokhande.,Dr. Sanjay Arjunsingh Pardeshi,220008,220008,Government,Non-Autonomous,Non-Minority
5010,"Government Polytechnic, Nashik",Nashik,Urban,"New Bldg Campus,Samangaon Road Nashik , 422101",office.gpnashik@dtemaharashtra.gov.in,www.gpnashik.ac.in,Meghraj Tukaram Gangurde,Dnyandeo Pundlikrao Nathe,2461221,2450236,Government,Autonomous,Non-Minority
5104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon ",Nashik,Rural,"Bambori, Dharangaon,  Jalgaon ",sscoetjal@gmail.com,www.sscoetjalgaon.ac.in,Mr. Y.K. Chitte,Dr.K.S.Wani,2258393,2258392,Un-Aided,Non-Autonomous,Non-Minority
5105,"G.H. Raisoni Institute of Engineering and Management, Jalgaon",Nashik,Rural,"Gat No. 57/1, Shirsoli Road, At. Post- Mohadi Tal. & Dist. Jalgaon, ",prabhakar.bhat@raisoni.net,www.raisoni.net,Arun Daulatrao Patil,Dr. A. G. MATHEW,2264881,2264885,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
5106,"K. C. E. Societys College of Engineering and Information Technology, Jalgaon ",Nashik,Urban,"C.S. No. 7480 and 7323, Behind D.I.C., N.H.No.6,  IMR Campus, Jilha Path, Jalgaon",coeit.inquiry@gmail.com,www.coeit.kces.in,Prof. Sanjay R Sugandhi,Dr. K. P. Rane,2242025,2242026,Un-Aided,Non-Autonomous,Non-Minority
5107,"Shri Gulabrao Deokar College of Engineering, Jalgaon",Nashik,Rural,"Gat No. 56,  P.B. NO. 113, Shirsoli Road, Jalgaon ",principal@sgdcoejalgaon.org,www.sgdcoejalgaon.org,Shashikant B Patil,Dr. A. J. Patil,2264871,2264833,Un-Aided,Non-Autonomous,Non-Minority
5108,"Nashik District Maratha Vidya Prasarak Samaj's Karmaveer Adv.Babaurao Ganpatrao Thakare College of Engineering, Nashik",Nashik,Urban,"Udoji Maratha Boarding Campus, Near Pumping Station, Gangapur Road, Nashik",principal@kbtcoe.org,www.kbtcoe.org,Mrs. Shrushti J. Shinde,Dr. Nanasaheb Shripat Patil,2571439,2317016,Un-Aided,Non-Autonomous,Non-Minority
5109,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Nashik,Rural,"At Post mahiravani, Trimbak Road Dist Nashik",principal@sitrc.org,www.sandipfoundation.org,Mrs. Aruna Aher,Dr. S. T. Gandhe,222551,222555,Un-Aided,Non-Autonomous,Non-Minority
5121,"K. K. Wagh Institute of Engineering Education and Research, Nashik",Nashik,Urban,"Hirabai Haridas Vidyanagari, Amrut Dham,  Panchawati, Nashik",kkwieer@kkwagh.edu.in,www.engg.kkwagh.edu.in,Prof. Ajinkya S. Joshi,Dr. Keshav N. Nandurkar,2512876,2511962,Un-Aided,Non-Autonomous,Non-Minority
5124,"Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon ",Nashik,Rural,"At. Post Babulgaon, Tal Yeola, Nashik",sndcoe.principal@gmail.com,www.sndcoe.ac.in,Prof I. R. Shaikh,Dr. H.N. Kudal,225012,225032,Un-Aided,Non-Autonomous,Non-Minority
5125,"Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik",Nashik,Rural,"At / Po Chincholi, Tal. Sinnar, Nashik",svit.nashik@pravara.in,www.svitnashik.in,Mr. Ghuge S L,Prof. (Dr.)Y.R.KHARDE,271278,271277,Un-Aided,Non-Autonomous,Non-Minority
5130,"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",Nashik,Rural,"Anjaneri Village, Trimbakeshwar, Dist.Nashik 422103",princi.bvcoe@gmail.com,www.brahmavalley.com,Mr. Pagar Samadhan S.,Prof. C.K. Patil,220202,220077,Un-Aided,Non-Autonomous,Non-Minority
5139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Nashik,Rural," A/P.Loni, Tal.Rahata  Dist.Ahmednagar ",principal@pravaraengg.org.in,www.pravaraengg.org.in,Mr. B. M. Pansare,Dr. S. M. Gulhane,273204,273537,Un-Aided,Non-Autonomous,Non-Minority
5151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",Nashik,Urban,"Bhujbal Knowledge City , MET's Institute Of Engineering, Adgaon, Nashik",vpwani@gmail.com,www.metbhujbalknowledgecity.ac.in,Shri. S. L. Khairnar,Dr. V. P.Wani,2303515,2303203,Un-Aided,Non-Autonomous,Non-Minority
5152,"G. H. Raisoni Institute of Business Management,Jalgaon",Nashik,Urban,"Gat No 57,(Pachora Road)Shirsoli Road, At post Mohadi,  Jalgaon  425003",preeti.agarwal@raisoni.net,www.raisoni.net,Dinesh Ahirrao,Dr. Preeti V. Agarwal,2264881,2264885,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
5160,"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon",Nashik,Rural,"Sahajanand Nagar, Po : Shingnapur, Tal : Kopargaon, Dist. Ahmednagar ",principalcoe@sanjivani.org.in,www.sanjivanicoe.org.in,Shri K.M. Bhavsar,Dr. D.N.Kyatanavar,9130191301,222682,Un-Aided,Autonomous,Non-Minority
5161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Nashik,Rural,"vadgaon Gupta, Vilad Ghat, P.O.-MIDC, Ahmednagar ",prin_coea@yahoo.com,www.enggnagar.com,Mr. A.T.Bhosale,Dr. Uday Naik,2777296,2777533,Un-Aided,Non-Autonomous,Non-Minority
5162,"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner",Nashik,Rural,"P.O.: Sangamner Sakhar Karkhana, Tal : Sangamner, Dist. Ahmednagar",principal@avcoe.org,www.avcoe.org, Prof. V. P. Waghe,Dr.M.A.VENKATESH,259096,259016,Un-Aided,Non-Autonomous,Non-Minority
5167,"Sanjay Education Society's College of Engineering, Navalnagar",Nashik,Rural,"Navalnagar, Tal & Dist. Dhule ",coenavalnagar@gmail.com,www.sescoe.org,Prof. P. R. Gawande ,Dr. B.K. Mukherjee,260238,260295,Un-Aided,Non-Autonomous,Non-Minority
5169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",Nashik,Rural,"Nagaon At Post. Nagaon, Tal&Dist.  Dhule",nagaonengg@rediffmail.com,www.gangamaiengg.org,Shri. J. F. Patil,Dr. Adwait M. Vaidya,243170,243170,Un-Aided,Non-Autonomous,Non-Minority
5171,"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",Nashik,Urban,"Plot No.51, Dr. Ulhas Patil Nagar, Additional MIDC, Bhusawal Road, N.H.No.6, Jalgaon",gcoe2008@gmail.com,engg.godavarifoundation.org,Ishwar Shenfadu Jadhav,DR VIJAY HARI PATIL ,2212999,2212998,Un-Aided,Non-Autonomous,Non-Minority
5173,"SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain Gurukul), Neminagar,Chandwad,(Nashik)",Nashik,Rural,"Jain Gurukul, Neminagar, Chandwad Dist.  Nashik",principalcoe@snjb.org,www.snjb.org,Mr. Jadhav M M,Dr. Kokate M D ,205527,253811,Un-Aided,Non-Autonomous,Religious Minority - Jain
5176,"G. H. Raisoni College of Engineering and Management, Ahmednagar",Nashik,Rural,"G.No.1030, At/Post-Chas,Nagar-Pune Road, Ahmednagar",ghrcemahm@raisoni.net,ghrcemahm.raisoni.net,Mr.Sunil R.Dhobe,Dr.Jayakumar Jayaraman,2570123,2570110,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
5177,"Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Nashik,Rural,"At Post Eklahare, Taluka & District Nashik",gkkharate@rediffmail.com,www.mcoerc.org,Mr. Nagare Baban .T.,Dr. G.K. Kharate,2406600,2406601,Un-Aided,Non-Autonomous,Non-Minority
5179,"Vishwabharati Academy's College of Engineering, Ahmednagar",Nashik,Rural,"Sarola Baddi ,Jamkhed Road ,  Ahmednagar",principal_vacoea@yahoo.com,www.vacoea.com,Mr.Bargale R.P.,Dr. Pranay Ajabrao Makasare,2660033,2660033,Un-Aided,Non-Autonomous,Non-Minority
5181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",Nashik,Urban,"Vidyanagar, College Road, Nashik 422 005",principal@ges-coengg.org,www.ges-coengg.org,BRAHMAKSHATRIY ANIL D.,Dr. P. C. Kulkarni,2311842,2311842,Un-Aided,Non-Autonomous,Non-Minority
5182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik",Nashik,Rural,"Sapkal Knowldege Hub,Kalyani Hills, Anjaneri- Wadholi, Tal. Trimbak, Nashik",gns_engineering@sapkalknowledgehub.org,www.sapkalknowledgehub.org,Mrs. shrushti J. Shinde,Prof (Dr.) Sahebrao B. Bagal,220175,220174,Un-Aided,Non-Autonomous,Non-Minority
5183,"Shri Chhatrapati Shivaji College of Engineering, (Rahuri Factory), Tal.Rahuri, Dist.Ahmednagar",Nashik,Rural,"Shree Shivaji Nagar (Rahuri Factory), Tal. Rahuri,  Dist. Ahmednagar ",scsc_eng@yahoo.in,www.scscoe.org,Shri. Adhav Yogesh Janardhan,Dr. Sable Kishor Sambhaji,251200,251200,Un-Aided,Non-Autonomous,Non-Minority
5184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar",Nashik,Rural,"At- Agaskhind, Post Shenit (Via Deolali Camp-Bhagur), Tal. Sinnar  Dist. Nashik",siermainoffice@gmail.com,www.sier.org.in,AKOLKAR NARESH S,Prof. Pankaj G. Vispute,304203,304200,Un-Aided,Non-Autonomous,Religious Minority - Christian
5220,"Pravara Rural Education Society's Padmashri Dr. Vittalrao Vikhe Patil Institute of Technology and Engineering Polytechnic ,Pravaranagar",Nashik,Rural,"A/P Loni Bk.-413 713, Taluka Rahata,Ahmednagar  413736",principal.polyloni@pravara.in,www.pravara.in,Shri. P.J. Dangat,Dr.V.R.Rathi,272151,273537,Un-Aided,Non-Autonomous,Non-Minority
5221,"Shri Chhatrapati Shivaji Shikshan Sanstha's Indira Gandhi Poly. Belwandi (su) ,Tal-Shrigonda  Dist- Ahmednagar",Nashik,Rural,"A.P. Belwandi (sugur) ,Tal-Shrigonda , Tal-Shrigonda  Ahmednagar , 413702",0033principal@msbte.com,www.igpbelwandi.org.in,Shri Nagawade B.B,Shri. Sanjaykumar Bhanudas Gore,250237,250237,Un-Aided,Non-Autonomous,Non-Minority
5222,"Sanjivani Rural Education Society's Sanjivani K.B.P. Polytechnic, Kopargaon",Nashik,Rural,"At Sahajanad nagar, Post Shinganapur Tal: Kopargaon, Ahmednagar , 423603",kbppolykpgn@rediffmail.com,www.sanjivanikbp.org.in,Wakchaure Shridhar Bhausaheb,Prof.Abhijeet Ramesh Mirikar,9130191301,9130191304,Un-Aided,Non-Autonomous,Non-Minority
5224,"Sanjay Education Society's Polytechnic, Wadibhokar, Dhule",Nashik,Rural,"Wadibhokar(Dhule) Dhule , 424005",sespolytechnicdhule@gmail.com,www.sanjayeducationsociety.org,SHRI YOGESH B PATIL,Prof. P. R. BACHHAV,275368,275308,Un-Aided,Non-Autonomous,Non-Minority
5225,"Shree Sant Muktabai Sansthan's Shri Sant Muktabai Institute of Technology, Jalgaon",Nashik,Urban,"B.J Nagar Pimparala Road, P.Box No 132, Jalgaon , 425001",smitcollegejalgaon@gmail.com,www.muktaieducation.org,Patil Diwakar Jijabrao ,Miss. V.S.Neve ( I/C Principal),2250500,2252209,Un-Aided,Non-Autonomous,Non-Minority
5226,"K.K Wagh Education Society's K. K. Wagh Polytechnic, Nashik",Nashik,Urban,"Hirabai Haridas Vidyanagari, Amrutdham, Panchavati, Nashik.  422003",principal-poly@kkwagh.edu.in,www.poly.kkwagh.edu.in,Shinde Sunil R.,Prof. Kadave P.T.,2517006,2620038,Un-Aided,Non-Autonomous,Non-Minority
5227,"Nagaon Education Society's Gangamai Polytechnic, Nagaon, Dhule",Nashik,Rural,"A.P. Nagaon, Dhule , 424001",gangamai.polytechnic@gmail.com,www.gangamaipolytechnic.org.in,SONAWANE RAMESH R.,Dr. Nilesh A. Suryawanshi,243260,243260,Un-Aided,Non-Autonomous,Non-Minority
5228,"Shri Shivaji Viddhya Prasarak Sanstha's Bapusaheb Shivajirao Deore Polytechnic, Dhule",Nashik,Urban,"Post Box No.113, Vidyanagari, Deopur, Dhule  424005",kachave@gmail.com,www.ssvps.org,Shri J.S.Patil,Prof. Pramod Kachave,272713,272247,Un-Aided,Non-Autonomous,Non-Minority
5230,"Shri Neminath Jain Bramhacharyasharam's Shri H. H. J. B. Polytechnic,Chandwad ",Nashik,Rural," A/p Neminagar ,Tal Chandwad Nashik , 423101",shhjbpoly@rediffmail.com,www.shhjbpoly.org,Kango Anil Vasant,Dr.V.A.Wankhede,252127,253992,Un-Aided,Non-Autonomous,Religious Minority - Jain
5231,"Poojya Sane Guruji Vidhya Prasarak Mandal's  G. M. Choudhari Polytechnic, Shahada",Nashik,Rural,"P.B. No. 63, Shahada, Nandurbar , 425409",0057principal@msbte.com,www.polytechnic.psgvpmandal.com,M.S.Patil,Shri. Brajesh Kumar Soni,229740,,Un-Aided,Non-Autonomous,Linguistic Minority - Gujar
5232,"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini Polytechnic, Amrutnagar",Nashik,Rural,"At- Amrutnagar Post Sangamner S.K., Ahmednagar , 422608",amrutvahinipolytechnic@gmail.com,www.amrutpoly.co.in,KULKARNI BHALCHANDRA LAXMAN,Prof. V. B. Dhumal,259014,259023,Un-Aided,Non-Autonomous,Non-Minority
5235,"Late Bhausaheb Hiray Smarnika Samiti Trust Sanchalit Polytechnic, Malegaon, Nashik",Nashik,Urban,"Nagarpalika Marathi School No. 5 Near Ravalgaon Naka  Nashik , 423105",principal99.kbhsst@gmail.com,www.hiray.org.in,Yohesh M.Shimpi,Mr. Sunil M. Khangal,252539,252539,Un-Aided,Non-Autonomous,Non-Minority
5236,"K.K. Wagh Education Society's K. K. Wagh Women's Polytechnic, Nashik",Nashik,Urban,"Hirabai Haridas Vidyanagari, Amrutdham, Nashik , 422003",womenspoly@kkwagh.edu.in,www.wpoly.kkwagh.edu.in,--,Prof. Manoj B. Jhade,2517003,2517003,Un-Aided,Non-Autonomous,Non-Minority
5237,"Shri Krishna Education & Cultural Mandal, Shri Gulabrao Deokar Polytechnic, Jalgaon",Nashik,Urban,"Gat No. 56, Mohadi Shivar, Shirsoli Road,  Jalgaon , 425002",principal@sgdpjalgaon.org,www.sgdpjalgaon.org,Dr. M.P.Patil,Shri R. V. Patil,2264871,2264833,Un-Aided,Non-Autonomous,Non-Minority
5238,"Mahavir Polytechnic, Nashik",Nashik,Rural,"Sr.No. 166, Village Varwandi Tal : Dindori, Via Meri, Nashik , 422005",principalpolytechnic@shreemahavir.org,www.shreemahavir.org,Prof. S.V.Sagare,Prof. S.V.Sagare,259088,259089,Un-Aided,Non-Autonomous,Non-Minority
5239,"Jamiya Islamiya Ishatul Olu's Jamiya Polytechnic, Akkalkuwa",Nashik,Rural,"Dist ; Nandurbar, 425415",jamiapoly15@gmail.com,www.jamiapolytechnic.com,Teli Mustakim S.,SHAIKH SAJID HUSAIN,252823,252823,Un-Aided,Non-Autonomous,Religious Minority - Muslim
5240,"Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic, Nashik",Nashik,Urban,"Khalasa Educational Complex, Guru Gobind Singh Marg,opp Simence Colony Nashik , 422009",ggsp.nashik@ggsf.edu.in,www.ggsf.edu.in,C. K. Patil,Shrihari Ravindra Upasani,2374063,2376779,Un-Aided,Non-Autonomous,Non-Minority
5241,"Jagdamba Edu Soc., Santosh N. Darade Polytechnic, Yeola, Nashik",Nashik,Rural,"Babhulgaon, Yeola-Patoda Road, Nashik , 423401",sndpoly@rediffmail.com,www.sndpoly.com,Mr. Mahale S.N.,Prof. A.M.JOSHI,225006,,Un-Aided,Non-Autonomous,Non-Minority
5243,"Nashik Gramin Shikshan Prasarak Mandals Brahma Valley Polytechnic, Nashik",Nashik,Rural,"Gat No.592/B, Village Anjaneri, Tribkakeshwar Nashik , 422213",principal.bvcte.0778@gmail.com,www.brahmavalley.com,Bendkule Dipak Kisan,Prof. V.P. Nikhade,220152,220200,Un-Aided,Non-Autonomous,Non-Minority
5244,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik",Nashik,Urban,"Bhujbal Knowledge City, Adgaon ,Nashik 422003",principal_iot@bkc.met.edu,www.metbhujbalknowledgecity.ac.in,S. N. PILLAI,Dr  Rajendra  S Narkhede,2555825,2303305,Un-Aided,Non-Autonomous,Non-Minority
5245,"Sangamner Medical Foundation & Research Institutes,Wamanrao Ethape Polytechnic, Velhale, Sangamner",Nashik,Rural,"Velhale Taluka Sangamner, Dist. Ahmednagar. 422605",0917principal@msbte.com,www.ithapepoly.org,Mr. Gandole B.R.,Prof. V.M.KADAM,259393,259393,Un-Aided,Non-Autonomous,Non-Minority
5246,"Kai. Vanjibaba Gramin Vikas Mandal, Shantidevi Chavhan Institute of Engineering & Technology, Chalisgaon",Nashik,Rural,"Survey No. 94/3/1 & 2, At Post Bhoras, Tal Chalisagtion,  Jalgaon , 424101",1004principal@msbte.com,www.sscpolycsn.com,PATIL S.H.,Mr. D A Patil,257356,257356,Un-Aided,Non-Autonomous,Non-Minority
5247,"NDMVPS Samaj's  Rajarshee Shahu Maharaj Polytechnic, Nashik",Nashik,Urban,"Udhoji Maratha Boarding Campus,Gangapur Road, Near Pumping Station Nashik , 422013",1002principal@msbte.com,rsmpoly.mvp.edu.in,Mr. S. S. Wagh,Dr. D. B. Uphade,2311019,2311018,Un-Aided,Non-Autonomous,Non-Minority
5248,"Sulochana Behelekar Samajik & Bahu Uddeshiya Shikshan Sanstha,Dnyaneshwar Polytechnic, Ahmednagar",Nashik,Rural,"Gat. No.-316,Bhanasvivare,Tal.Newasa,Ahmednagar 414105",1174principal@msbte.com,www.sbssdpoly.org,Mr.S.D.Barve,PROF.H.J.AHIRE,252199,,Un-Aided,Non-Autonomous,Non-Minority
5249,"Trimurti Shikshan Prasarak Mandal, Trimurti Institute Of Technology, Paladhi Bk, Jalgaon",Nashik,Rural,"Survey No.227/2, Paldhi Bk, Next To North Maharashtra University, Tal-Dhamangaon, Dist:Jalgaon ",manojpatil9737@rediffmail.com,www.tspmjalgaon.com,manoj patil,Manoj P. Patil ( director ),202292,,Un-Aided,Non-Autonomous,Non-Minority
5250,"G.H.R. Education Foundation, G.H. Raisoni Polytechnic, Saokhede Bk, Jalgaon",Nashik,Rural,"Gat No. 269, At Post Savkheda (B), Near Shanbaag Vidyalay, Jalgon  425003",ghrpoly_jal@rediffmail.com,www.raisoni.net,Dnyaneshwar Babulal Patil,TUSHAR MANOHAR PATIL,6451581,2262784,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
5251,"Hon. Shri. Babanrao Pachpute Vichardhara Trust's Parikrama Polytechnic,Kashti",Nashik,Rural,"S.No.1147,1148,1152 At & Post Kashti Tal Shrigonda Dist Ahmednagar  414701",parikrama.principal@gmail.com,www.parikrama.edu.in,PROF. SHEWALE C.A.,Mr.SHAM PANDURANG NAYSE,232141,232141,Un-Aided,Non-Autonomous,Non-Minority
5252,"The People Education Society's, Diploma College Of Enggineering & Technology,Jamkhed",Nashik,Urban,"Behind Police Line,Jamkhed Dist. Ahmednagar  413201",pesdcet@gmail.com,www.pesjamkhed.com,Dahale S.H,Mr. Ghaytadak V. D.,221233,221233,Un-Aided,Non-Autonomous,Non-Minority
5253,"Kisan Dnyanoday Mandal Gudhe's Dr. Uttamrao Mahajan Institute Of Engineering & Technology,Chalisgaon, Jalgaon",Nashik,Rural,"Gat No.140 2 A/1,140 2 A/2, Aurangabad Byepass Road, Chalisgaon Dist-Jalgaon 424101",1178principal@msbte.com,www.kdmgsinstitutions.co.in,Dr. H. U. Mahajan,A.M PATARE,202252,227278,Un-Aided,Non-Autonomous,Non-Minority
5255,"Sanjivani Pratishthan's Institute Of Technology,Kurund",Nashik,Rural,"Gut No.22,23,28,At Kurund Post Ralegantherpal Tal.Parner Ahmednagar , 414306",spitkurund@gmail.com,www.sanjivanipratisthan.com,Mrs. Tambe Savita Vishnu,Prof. Kapse Sunildatt Dewaram,212631,212632,Un-Aided,Non-Autonomous,Non-Minority
5256,"Matoshri Education Soceity, Matoshri Asarabai Polytechnic,Nashik",Nashik,Rural,"Gut No.39/1 Eklahare, Nashik ",bagulsanjay@yahoo.co.in,www.mapoly.co.in,GAIDHANI YOGESH P.,Dr.SANJAY J. BAGUL,2403605,,Un-Aided,Non-Autonomous,Non-Minority
5257,"K.K.Wagh Education Soceity's, K.K.Wagh Polytechnic,Chandori, Tal: Niphad",Nashik,Rural,"Chandori, Tal.Niphad Dist. Nashik  422201",principal-polychandori@kkwagh.edu.in,www.kkwagh.edu.in/polyc  ,Hemant Digambar Deshpande,Prof. Vidya Rajesh Khapali,233252,233253,Un-Aided,Non-Autonomous,Non-Minority
5258,"Sandip Foundation's Sandip Polytechnic, Nashik",Nashik,Rural,"Trimbak Road, P.O.: Mahiravani,Tal & Dist: Nashik.-422213",principal@sandippolytechnic.org,sp.sandipfoundation.org,Mr. R C Barhate,Prof. P.N. Patil,222571,222555,Un-Aided,Non-Autonomous,Non-Minority
5260,"Jumma Masjid Charitable Trust's Polytechnic,Wadala Road, Wadala, Nashik",Nashik,Urban,"Jmct's Campus,Wadala Road, Wadala, Nashik 422009",1165principal@msbte.com,www.jmctnasik.org,Mansuri Wasim Shabbir,MRS. ALMAS NADIR KHAN,2237492,2237392,Un-Aided,Non-Autonomous,Religious Minority - Muslim
5261,"Tulajabhavani Seva Pratisthan, Soniya Gandhi Polytechnic, Shrigonda",Nashik,Urban,"At Post Shrigonda, Tal.Shrigonda, Dist. Ahmednagar. Gat No.1120/1a,2260 Ahmednagar",1164principal@msbte.com,www.sgpolyshrigonda.org,Mr. Gore Rajendra Dattatraya,Prof. Nagawade Amol Bhalchandra,222413,,Un-Aided,Non-Autonomous,Non-Minority
5263,"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore, Nashik",Nashik,Rural,"Dhanore Tal.Yeola, Dist.Nashik  423401",mityeola@gmail.com,www.mityeola.in,Mr.R P Phad,Prof.G S Gujrathi,267561,267561,Un-Aided,Non-Autonomous,Non-Minority
5303,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha, ",Nashik,Rural,"At/Post Kashti, Tal Shrigonda, Dist. Ahmednagar",nirmalsunil@gmail.com,www.parikrama.edu.com,Prof.Amol N. Khedkar,Dr. Vijay Patil,02487,232143,Un-Aided,Non-Autonomous,Non-Minority
5322,"Jamia Institute Of Engineering And Management Studies, Akkalkuwa",Nashik,Rural,"Molgi Road Near Amlibari Fata Akkalkuwa, Nandurbar",jamia.enggmba@yahoo.com,www.jiemsakk.com,Sayyad Imtyajali,Dr. Syed Kamaluddin ,252524,252524,Un-Aided,Non-Autonomous,Religious Minority - Muslim
